"county","county_ascii","county_full","state_name","population","age_median","income_household_median","income_individual_median","home_ownership","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","highschool_or_less","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","unemployment_rate","poverty","health_uninsured"
"Itawamba","Itawamba","Itawamba County","Mississippi",23462,39.9,44567,23311,76.3,89122,689,23.3,20.9,31.1,52,34.8,8.3,4.9,13.2,33.4,1.8,13.5,10.2
"Limestone","Limestone","Limestone County","Texas",23417,39.9,44418,23703,74.1,95124,701,31.9,18.9,33.2,52.10000038146973,33.1,10.9,4,14.9,38.4,6.7,19.4,19
"Plaquemines","Plaquemines","Plaquemines Parish","Louisiana",23338,36.5,57204,28697,68.8,185766,1289,29.9,16.3,35.5,51.79999923706055,29.2,13.8,5.3,19.1,37,3.9,18.2,6.4
"Panola","Panola","Panola County","Texas",23327,39.2,52982,26162,76.7,99900,767,25.4,17.1,31.4,48.5,35.3,11.6,4.6,16.2,40.8,4.9,14.7,17.1
"Hampshire","Hampshire","Hampshire County","West Virginia",23309,47.2,47857,25543,76.3,150834,655,29.8,15.7,46.2,61.90000057220459,25.8,7.4,5,12.4,43.1,5.3,17.8,8.9
"Osceola","Osceola","Osceola County","Michigan",23290,43.8,44032,23975,80.7,98627,650,30.8,11.3,43.8,55.09999942779541,30.7,9.3,4.9,14.2,36.7,6.9,17.9,9.6
"Union","Union","Union County","Georgia",23288,54.3,50021,25320,77.2,197818,780,37.3,11,34,45,32.5,12,10.5,22.5,38.3,4.9,14.4,12.7
"Teton","Teton","Teton County","Wyoming",23280,39.3,84678,40914,60.4,872560,1376,24.8,4.8,14.9,19.699999809265137,23.3,38.9,18.1,57,51.1,1.1,6.1,12.7
"Payette","Payette","Payette County","Idaho",23260,40.4,50579,27032,72.7,163307,735,25.1,14.3,34.7,49.000000953674316,35.3,10.7,5,15.7,41.8,5.4,13.4,12.5
"Coahoma","Coahoma","Coahoma County","Mississippi",23255,34.8,29121,17588,50.6,69658,579,38.4,20.5,25.2,45.70000076293945,37.9,10.4,6.1,16.5,34.5,14.8,34.8,13
"Hood River","Hood River","Hood River County","Oregon",23209,39.3,65679,31097,67.2,373332,1133,31.2,18.7,21.8,40.5,27.5,16.9,15.1,32,53.2,3.6,6.2,8.4
"Antrim","Antrim","Antrim County","Michigan",23206,51.3,56165,27113,87.1,160871,752,29.5,8.3,31.5,39.80000019073486,31.3,18.1,10.8,28.9,40.3,3.8,11,6.1
"Fayette","Fayette","Fayette County","Indiana",23194,42.8,46175,25447,69.5,81558,705,32.8,17.9,42.1,59.99999809265137,26.7,9.1,4.2,13.3,40.7,5,19,9.7
"Sumner","Sumner","Sumner County","Kansas",23114,41.2,55000,29526,74.1,93267,716,26.9,7.7,34.9,42.60000133514404,34.1,16.9,6.4,23.3,35.8,3.7,11.8,7.8
"Meeker","Meeker","Meeker County","Minnesota",23105,42.2,63452,31707,80.4,169898,755,26.7,7.4,35.3,42.69999933242798,37.8,14,5.4,19.4,38,2.1,6.7,4.6
"Grainger","Grainger","Grainger County","Tennessee",23101,45,44064,22533,79.1,118531,641,31.2,21.4,42.8,64.19999885559082,25.1,7.4,3.3,10.7,47.9,5.3,18.1,9.9
"Meigs","Meigs","Meigs County","Ohio",23078,43.6,44899,23034,78.6,96349,622,36.6,16.4,41.8,58.19999885559082,28.7,7.7,5.4,13.1,48.2,7.8,19.6,6.8
"Menominee","Menominee","Menominee County","Michigan",23074,48.8,46828,25843,77.7,102069,578,26.8,7.5,42.5,50,33.7,11.3,5,16.3,42.5,4.5,12.8,4.6
"Hockley","Hockley","Hockley County","Texas",23064,33.8,48248,25420,70.5,96456,696,23.2,23.8,26.7,50.5,33.7,11,4.8,15.8,38,7.5,16.5,17.6
"Crook","Crook","Crook County","Oregon",23011,47.5,49006,25723,72.2,238773,865,31.3,10,33.3,43.29999923706055,36.9,13.5,6.3,19.8,51.5,6.9,13.5,7
"Saline","Saline","Saline County","Missouri",22976,37.9,44720,24437,69.6,106620,640,27.1,16,37.8,53.79999923706055,26.8,12.8,6.6,19.4,41.1,3.4,16.2,8.6
"Houston","Houston","Houston County","Texas",22954,44.5,37904,21103,70,100164,702,37.3,18.8,36.2,55,29.8,11.5,3.8,15.3,39.1,1.8,21.8,14.9
"Starke","Starke","Starke County","Indiana",22952,41.5,51190,25585,80.1,115609,697,24,15.1,42.1,57.19999885559082,30.9,8,3.8,11.8,47.4,5,14.8,5.2
"Prince Edward","Prince Edward","Prince Edward County","Virginia",22905,31.5,47202,18060,64.4,159588,765,29.2,14,34.1,48.099998474121094,25.1,14.8,12,26.8,42.7,6.6,18.6,7.1
"Ray","Ray","Ray County","Missouri",22875,42.2,61957,30594,78.5,133056,717,28.1,11.9,45.1,56.99999809265137,28.4,10.4,4.2,14.6,42.1,3.6,11.9,10.3
"Goochland","Goochland","Goochland County","Virginia",22865,48.3,93994,40720,84.9,380012,1208,26.1,8.6,23.8,32.39999961853027,25.7,25.8,16,41.8,45.7,3.6,5.2,4.9
"Martin","Martin","Martin County","North Carolina",22849,46.3,40090,22952,68,92732,664,30.6,16.6,33.9,50.50000190734863,33.1,10.7,5.7,16.4,36.3,12,19.7,10
"Leake","Leake","Leake County","Mississippi",22792,36.9,37096,21268,70.8,78262,660,31.7,21.4,36.6,57.99999809265137,27.8,10,4.3,14.3,38.6,8.3,26.4,15.1
"McDonald","McDonald","McDonald County","Missouri",22782,37.8,41643,24130,68.6,110169,631,26.6,22.4,41.3,63.69999885559082,24.8,8,3.5,11.5,34,4.2,18.6,18.7
"Franklin","Franklin","Franklin County","Indiana",22774,42.2,62462,30851,84,161227,676,24.9,12.7,42.5,55.19999980926514,23.7,14.3,6.9,21.2,41.6,2.5,9.1,5.4
"Franklin","Franklin","Franklin County","Georgia",22766,41.2,42488,22850,66.4,106946,627,30.9,17.7,39.4,57.10000228881836,27,9.9,6.1,16,37.1,4.5,22.9,14.7
"Yankton","Yankton","Yankton County","South Dakota",22717,41.8,58342,30126,65.2,146960,644,20.9,9.1,35.4,44.50000190734863,29.8,16,9.7,25.7,45.9,3.4,11.1,6.8
"Crisp","Crisp","Crisp County","Georgia",22713,38.5,36042,20029,54.5,83120,649,45.6,17.2,37.6,54.79999923706055,31.1,9,5.2,14.2,39.4,11.6,31.9,15.7
"Caswell","Caswell","Caswell County","North Carolina",22684,45.7,45733,24309,76.4,112392,558,31.5,19.6,33.6,53.19999885559082,30.9,11,4.9,15.9,51.5,5.4,18.1,7.4
"Curry","Curry","Curry County","Oregon",22650,56.3,48440,23974,71.4,262720,888,28.1,9.7,27.4,37.09999942779541,38.3,14.9,9.7,24.6,53.5,8.3,12.4,6.1
"Randolph","Randolph","Randolph County","Alabama",22647,43.4,43395,24128,76.6,101457,620,31.5,20.4,34.9,55.30000114440918,28.2,9.6,6.9,16.5,30.5,4.2,16.9,9.1
"Johnson","Johnson","Johnson County","Kentucky",22634,41.8,37055,20254,71.9,101347,616,37.9,19.4,36.3,55.69999885559082,28,9,7.3,16.3,42.2,8.7,22.7,4.4
"Rockbridge","Rockbridge","Rockbridge County","Virginia",22570,49,54600,26949,75.2,207061,800,24.6,13.2,33.7,46.90000057220459,26.5,16,10.6,26.6,46.3,4.9,14.2,8.4
"Fairfield","Fairfield","Fairfield County","South Carolina",22565,46.4,38213,23993,75.3,105057,712,44.1,13.8,41.3,55.09999942779541,28,12.3,4.6,16.9,39.2,6.3,20.9,10.5
"Emanuel","Emanuel","Emanuel County","Georgia",22533,36.9,37453,21314,63.8,74154,619,30.2,21.4,40.8,62.19999885559082,24.7,6.4,6.7,13.1,37.9,6.9,22.1,17.7
"Burke","Burke","Burke County","Georgia",22520,37.4,44151,25474,70.8,91953,616,26.5,19.9,38.3,58.19999885559082,28.5,8.5,4.7,13.2,44.5,4.4,22.2,12.3
"Bibb","Bibb","Bibb County","Alabama",22493,40.9,47542,21958,74.4,93855,734,42.1,20.9,44.9,65.80000114440918,23.8,6.5,3.9,10.4,30.7,7.3,18.1,10.7
"Assumption","Assumption","Assumption Parish","Louisiana",22478,40.9,43759,24504,78.1,118885,797,34.3,25.6,45.1,70.69999885559082,19.7,5.4,4.2,9.6,22.1,6.9,19.2,8.4
"Brooke","Brooke","Brooke County","West Virginia",22459,46.6,51496,27808,76.2,94256,607,23.6,9.4,40.9,50.30000114440918,30.7,11.9,7.1,19,37.1,3.8,13.2,4.8
"Hopewell","Hopewell","Hopewell City","Virginia",22456,36.2,39030,25362,46.7,123152,886,34.1,18.7,36.7,55.400001525878906,29.8,10.5,4.3,14.8,44.3,6.9,23.6,9.4
"Asotin","Asotin","Asotin County","Washington",22421,45,53715,27238,70.7,196978,797,28.4,8.6,28,36.60000038146973,42,14,7.3,21.3,44.8,6.6,12.6,6
"Gray","Gray","Gray County","Texas",22410,36.5,47952,26651,73.5,82272,742,28.9,19.8,32.7,52.5,33.5,9.5,4.4,13.9,34.8,5.5,16.5,19.3
"Anderson","Anderson","Anderson County","Kentucky",22409,41.4,55334,31028,76.1,149115,708,27,10.1,36.6,46.69999885559082,33.1,12.2,7.9,20.1,39.3,7.2,15.7,3.5
"Clark","Clark","Clark County","Arkansas",22386,33.7,41620,20430,57.5,108523,606,30.4,10,30.2,40.20000076293945,33.1,17.1,9.5,26.6,33,2,20.3,8.5
"Logan","Logan","Logan County","Colorado",22380,38.2,53318,27450,65.2,157812,786,27.9,10.4,33.7,44.10000038146973,35.6,13.9,6.3,20.2,42.7,3.3,12.6,9.2
"Blaine","Blaine","Blaine County","Idaho",22373,43.2,56694,31209,70.1,439090,933,28.6,11.3,25.6,36.90000057220459,27.8,23.6,11.7,35.3,38.2,2,12.5,12.8
"Boone","Boone","Boone County","West Virginia",22368,43.5,40739,22829,76.6,73380,646,36.8,20.3,49.7,70,20.4,5.5,4.2,9.7,39.5,10.6,23.1,5.7
"Nodaway","Nodaway","Nodaway County","Missouri",22359,29.7,44232,20924,57.8,127198,657,29.9,7.7,37.7,45.40000057220459,26.1,16.1,12.5,28.6,38.6,2.9,22,9.2
"Union","Union","Union Parish","Louisiana",22353,42.1,44100,24154,81.7,89774,568,35.8,14.3,44.8,59.09999942779541,23.6,12.9,4.3,17.2,36,4.5,17.3,9.7
"Seward","Seward","Seward County","Kansas",22349,29.4,49291,27166,66.7,104033,787,23,33.7,28.7,62.400001525878906,26.6,7.4,3.6,11,40,5,16.9,19.1
"Grant","Grant","Grant Parish","Louisiana",22340,38.1,42505,20236,68.7,98345,714,31.3,17.5,46.8,64.29999923706055,27.1,6,2.5,8.5,45.2,4.8,18.8,8.5
"Letcher","Letcher","Letcher County","Kentucky",22295,42.4,29886,19483,74.2,62733,559,35.8,24.3,37,61.29999923706055,26.5,6,6.2,12.2,37.2,12.6,33.6,4.8
"Beckham","Beckham","Beckham County","Oklahoma",22268,35.9,50721,23010,66.2,128803,718,26.8,14.5,36.2,50.70000076293945,32.5,11.3,5.5,16.8,44.5,3.3,16.7,13.8
"Mitchell","Mitchell","Mitchell County","Georgia",22244,39,38116,22058,62.2,86997,637,26.3,22.8,39.5,62.29999923706055,28,6.9,2.8,9.7,40.7,13.2,23.1,17.2
"Adair","Adair","Adair County","Oklahoma",22220,37.2,34695,21003,69.3,88882,561,27.1,19.2,46.6,65.79999923706055,22.6,8.5,3.1,11.6,31.2,4.8,27.8,27
"Bandera","Bandera","Bandera County","Texas",22215,52.2,58661,24939,85,181764,897,30.5,10.7,32.3,42.999999046325684,34.2,15.5,7.3,22.8,35,4.4,15.7,17.3
"Mahaska","Mahaska","Mahaska County","Iowa",22164,39.3,54825,27150,69,113853,652,24.6,7.8,39.6,47.39999866485596,30.6,15.5,6.5,22,39.3,3.9,13.7,4.4
"Waynesboro","Waynesboro","Waynesboro City","Virginia",22140,39.2,45011,28523,57.7,174700,821,33.3,13.9,33.4,47.30000114440918,25.6,15.7,11.4,27.1,44.2,4.7,16.8,13.6
"Washington","Washington","Washington County","Iowa",22100,40.3,62556,32270,71,151446,754,23.5,8.6,39.3,47.89999961853027,30.3,15.3,6.5,21.8,39.7,3.1,9.9,7.8
"Overton","Overton","Overton County","Tennessee",22068,43,37197,23281,79.7,125843,545,30.5,19.4,46.7,66.10000038146973,21.2,8,4.8,12.8,45.2,3.4,17.2,8.6
"Tippah","Tippah","Tippah County","Mississippi",22018,38.8,39246,22388,72.3,87762,564,23.5,20.1,36.2,56.30000114440918,28.5,9.7,5.5,15.2,22.6,4.4,20,12.3
"Pointe Coupee","Pointe Coupee","Pointe Coupee Parish","Louisiana",22016,43.1,41480,24851,76.3,135378,833,48.1,20.2,39.3,59.5,25.6,11.5,3.4,14.9,37.9,7.7,20.9,9.4
"Wyandot","Wyandot","Wyandot County","Ohio",22000,42.1,55767,31446,74.1,121790,631,19.9,8.1,45.7,53.80000114440918,29,11.5,5.7,17.2,44.3,2.7,7.4,5
"Scott","Scott","Scott County","Tennessee",21969,39.4,38864,20467,70,98443,556,28.2,20.2,44.3,64.5,26.3,5.7,3.5,9.2,38.5,7.2,21.9,10.4
"Jersey","Jersey","Jersey County","Illinois",21937,42.9,63028,31247,81.9,148873,645,25.6,7.7,38.8,46.499999046325684,33.2,13,7.2,20.2,41.8,3.1,9.9,4.2
"Scott","Scott","Scott County","Virginia",21902,47.3,39820,21713,77.4,94375,563,26.1,18.6,38.1,56.69999885559082,30,8.2,5.1,13.3,42.2,5,15.5,9.5
"Taylor","Taylor","Taylor County","Florida",21870,42,40306,21515,77.4,87421,666,32.7,21.2,43.8,65,26.6,5.6,2.7,8.3,38.9,5.9,21.2,9.6
"Hempstead","Hempstead","Hempstead County","Arkansas",21842,40.4,42860,23079,69.3,80574,694,26.9,17.4,36.8,54.19999885559082,30.7,10.2,4.9,15.1,44,4.6,22.7,9.1
"Buchanan","Buchanan","Buchanan County","Virginia",21788,46.8,31956,17764,77.3,68879,617,31.8,29.9,35.1,64.99999809265137,23.3,6.7,5,11.7,35.5,7.2,28.4,12.4
"Vilas","Vilas","Vilas County","Wisconsin",21751,54.6,47072,26808,77.7,203423,699,26.4,6.3,30,36.30000019073486,34.7,18.8,10.3,29.1,44.3,6.9,12.7,6.3
"Shelby","Shelby","Shelby County","Illinois",21737,45.1,52953,29644,81,96069,653,27.3,7.7,44.4,52.10000133514404,31,11.6,5.2,16.8,32.3,4.4,10.8,3.9
"Henry","Henry","Henry County","Missouri",21735,44.1,45795,24875,72.2,109422,639,29.9,12.2,40.7,52.90000057220459,31.3,10.6,5.3,15.9,36.6,6,21.1,11.5
"Nobles","Nobles","Nobles County","Minnesota",21734,35.7,55304,30221,70.7,126478,726,24.5,23.7,31.3,55,29.6,11.1,4.2,15.3,39.8,3.3,13.6,8.3
"Klickitat","Klickitat","Klickitat County","Washington",21721,46.9,55773,26430,68,258279,847,27.1,12,24.8,36.79999923706055,31.8,21,10.5,31.5,46.9,6.4,15.6,6.9
"Putnam","Putnam","Putnam County","Georgia",21691,46.2,51606,29520,77,161773,788,31.2,12.4,37.6,49.99999809265137,26.6,14.3,9,23.3,38.5,4.2,16.1,14
"Pacific","Pacific","Pacific County","Washington",21688,53.6,46733,24234,80,175892,754,33.6,11.7,29.9,41.59999942779541,39.4,12.3,6.6,18.9,44.2,6.3,16,6
"New Kent","New Kent","New Kent County","Virginia",21686,43.3,87904,40475,86.5,280763,1010,26,7.3,34.5,41.80000019073486,31.3,15.9,11,26.9,43.8,3.5,6.9,5
"Calhoun","Calhoun","Calhoun County","Texas",21668,37.7,58776,26914,72.8,113700,743,19.9,20.7,33,53.70000076293945,32.1,9.1,5.1,14.2,49.5,5.5,13.7,19.1
"Logan","Logan","Logan County","Arkansas",21668,42,41466,21690,73.7,100824,581,22.6,13.8,45.1,58.89999866485596,27.8,8.8,4.6,13.4,39.2,6.2,18.7,6.6
"Leelanau","Leelanau","Leelanau County","Michigan",21652,54.1,65249,32008,88.3,270447,959,33.6,4.3,21.6,25.90000057220459,29.3,25.8,18.9,44.7,40.3,4.5,6.1,5.2
"Gage","Gage","Gage County","Nebraska",21594,43.8,53110,30137,69.6,115601,640,24.8,10,35.7,45.70000076293945,33.5,14.7,6.1,20.8,36.7,3.4,10.7,5.3
"Mercer","Mercer","Mercer County","Kentucky",21592,43.2,55093,27340,72.3,142294,624,26.7,15.6,36.8,52.39999961853027,29.1,10.7,7.8,18.5,44.7,7.7,14.2,6.2
"Willacy","Willacy","Willacy County","Texas",21588,33,35521,16793,70.5,55959,664,30,34.3,35.7,70,21.2,6.5,2.3,8.8,33.2,13.8,27,27.6
"Jo Daviess","Jo Daviess","Jo Daviess County","Illinois",21588,49.9,57946,30920,78.4,150223,669,22.7,7.7,35.9,43.60000133514404,31.4,15.3,9.7,25,38.3,3.8,8.5,5.1
"Fayette","Fayette","Fayette County","Illinois",21565,41.9,46650,24407,80.5,91089,612,29,16.2,40.2,56.400001525878906,32.4,8,3.3,11.3,46.3,5.7,17.2,8.2
"Morgan","Morgan","Morgan County","Tennessee",21545,41.6,41333,21844,81.6,102042,683,29.8,19.7,48.5,68.20000076293945,22.4,5.8,3.5,9.3,43.4,6.6,22.8,10.2
"Wabasha","Wabasha","Wabasha County","Minnesota",21537,45.2,65226,34536,78.6,184124,690,23.7,6.6,33,39.59999990463257,36.7,15.7,8,23.7,47.4,3.7,7.7,5.2
"Tyler","Tyler","Tyler County","Texas",21518,42.4,44497,22214,84,87190,696,37.6,18,43,61,25.6,9.8,3.6,13.4,33.4,13.6,16.5,16.9
"Madison","Madison","Madison County","North Carolina",21499,44,45873,25148,74.1,186016,688,33.1,13,31.3,44.29999923706055,27.2,17.2,11.4,28.6,41,4.7,16.4,9.3
"Yell","Yell","Yell County","Arkansas",21464,40.3,43923,23158,71.5,106622,573,23.7,21.8,40,61.79999923706055,25.3,9,3.8,12.8,37.9,4.2,16.6,7.9
"McDuffie","McDuffie","McDuffie County","Georgia",21455,37.7,43468,22257,61.3,107918,695,35.8,16.6,41.6,58.19999885559082,27.7,8.7,5.3,14,34.2,7,24,12.1
"Colusa","Colusa","Colusa County","California",21454,35.3,59401,27103,61,265125,889,26.6,28.7,26.2,54.900001525878906,30,11.1,3.9,15,44.8,4.3,13,9.8
"Moore","Moore","Moore County","Texas",21399,30.8,54871,31237,65.8,116160,816,22.5,32.7,26.2,58.900001525878906,26.9,9.2,5.1,14.3,43.4,5,12.8,17.3
"Newton","Newton","Newton County","Mississippi",21360,37,35958,22218,77.2,86728,658,36,14.8,30.9,45.69999980926514,37.9,11.8,4.7,16.5,36.4,5.5,25.6,11.3
"Barnwell","Barnwell","Barnwell County","South Carolina",21346,41.3,35803,22901,69.6,90279,621,49.8,20.2,35.4,55.60000228881836,31.9,7.9,4.7,12.6,31.7,5.7,28.1,11.7
"Hutchinson","Hutchinson","Hutchinson County","Texas",21344,38,52524,24896,80.3,78956,758,32.5,14,34.4,48.400001525878906,37.5,11,3.1,14.1,42.3,6.7,14.6,19.1
"St. James","St. James","St. James Parish","Louisiana",21308,39.2,51603,26341,79,156985,644,39.1,14.6,41.1,55.69999885559082,27.9,11.7,4.6,16.3,42.7,6.1,17,9.2
"Wyoming","Wyoming","Wyoming County","West Virginia",21281,44.6,42332,22398,84.2,67068,679,37.6,19.8,48.7,68.5,22.2,5,4.4,9.4,36.6,13.4,22.4,5.6
"Sevier","Sevier","Sevier County","Utah",21280,35.4,54799,25084,78.1,166062,703,24.5,9.4,32.8,42.19999885559082,39.4,12.5,6,18.5,34.9,5.3,14.9,11.2
"Monroe","Monroe","Monroe County","Alabama",21270,43.3,30441,20706,63.6,95274,582,52.1,14.4,47.2,61.60000038146973,24.9,9.1,4.4,13.5,31.8,15.4,27.9,11.4
"Perry","Perry","Perry County","Illinois",21251,42.2,52428,27754,75.4,86366,576,26.3,16.7,36.6,53.29999923706055,34.2,9,3.5,12.5,33.2,6.1,16.1,3.9
"Colorado","Colorado","Colorado County","Texas",21224,42.9,52559,29522,82.4,125823,714,26.7,16.9,34.3,51.19999885559082,27.8,15.2,5.8,21,40.3,3.5,10,15
"Saunders","Saunders","Saunders County","Nebraska",21165,41.2,68682,35500,78.1,165848,745,24.4,6.8,31,37.80000019073486,36.8,18.3,7.2,25.5,35.7,2.3,8.1,4.5
"Buchanan","Buchanan","Buchanan County","Iowa",21118,39.1,64837,32049,79.3,140884,678,25.9,5.9,38.5,44.40000009536743,34,15.4,6.2,21.6,43.2,2.2,8.7,5.1
"Meriwether","Meriwether","Meriwether County","Georgia",21106,42.3,37121,21327,68.5,98115,714,37.3,20.3,39.8,60.099998474121094,29.5,6.3,4.1,10.4,28.5,6.2,22.9,13.8
"Grenada","Grenada","Grenada County","Mississippi",21088,39.2,40122,23220,64,108958,682,26.8,19.2,27.8,47,31.6,13.8,7.5,21.3,37.8,6.5,21.1,11.7
"Llano","Llano","Llano County","Texas",21047,57.4,53411,25152,78.1,193054,885,30.3,14.2,26.5,40.69999980926514,34,18.1,7.1,25.2,38.7,7.3,10.6,17.3
"Greene","Greene","Greene County","North Carolina",21033,40.7,39837,22002,70.7,88129,695,37.5,25,32.9,57.900001525878906,31.1,8.5,2.5,11,34.4,7.5,22.9,16.6
"Hubbard","Hubbard","Hubbard County","Minnesota",21019,48.7,56709,28734,81.2,194760,696,31.2,7,31.2,38.20000076293945,34.4,18,9.4,27.4,39.8,3.9,11.8,5.7
"Stutsman","Stutsman","Stutsman County","North Dakota",20965,40.5,57674,31343,65.6,155583,683,25.2,9.1,33.8,42.89999961853027,33.4,18.4,5.3,23.7,39.9,3.2,12.1,7.8
"Fillmore","Fillmore","Fillmore County","Minnesota",20949,42.3,61207,32371,80.8,153480,659,25.4,9,34.1,43.099998474121094,34.7,15.7,6.5,22.2,43,2.6,10.7,9.2
"Allen","Allen","Allen County","Kentucky",20944,40.7,44036,22110,74.9,121364,677,28.6,17.9,38.5,56.39999961853027,27.5,10.4,5.8,16.2,39.5,5,18.7,7
"Ogemaw","Ogemaw","Ogemaw County","Michigan",20898,50.4,40373,21906,81.4,97859,701,37.4,14.1,38.2,52.30000114440918,35.5,8,4.2,12.2,33.9,8.1,17.1,6.5
"Lampasas","Lampasas","Lampasas County","Texas",20862,43.1,60772,30269,77.4,165746,774,29,9,29.4,38.39999961853027,41.7,12.8,7.1,19.9,40.8,6.6,11.1,13.1
"Conway","Conway","Conway County","Arkansas",20858,42.5,42802,23023,67.3,105541,647,27.1,13,43.8,56.79999923706055,27.6,10.9,4.7,15.6,43.3,6.7,17.6,6.8
"Lincoln","Lincoln","Lincoln County","West Virginia",20850,43.2,42345,23003,77.8,82218,618,33.7,19.1,47,66.10000038146973,24.9,6.5,2.5,9,32.3,5.4,22.8,6.1
"Jay","Jay","Jay County","Indiana",20840,39.7,47658,26060,73,90494,677,24.4,12,48.9,60.900001525878906,27.7,7.3,4.1,11.4,33.5,3.8,14.1,8.9
"Owen","Owen","Owen County","Indiana",20835,45.2,49543,26749,79.2,115607,696,30,14.6,44.4,59.00000190734863,27.9,8.1,5,13.1,44,5.4,15.4,10.9
"Dodge","Dodge","Dodge County","Georgia",20829,41.8,39302,22254,67.8,75599,620,29.9,14.4,44.2,58.60000038146973,27.1,9.9,4.4,14.3,33.7,5.7,21.8,10.5
"Texas","Texas","Texas County","Oklahoma",20805,33,52282,27709,68,108893,771,23.4,27.7,25.7,53.400001525878906,24.5,17.5,4.7,22.2,38.7,2.7,19.6,18.9
"La Paz","La Paz","La Paz County","Arizona",20793,56.5,34643,20561,71.5,76281,565,26.5,23.1,31.1,54.20000076293945,33.8,7.6,4.5,12.1,34.9,8.9,22.4,14.7
"Gonzales","Gonzales","Gonzales County","Texas",20731,36.3,53577,27132,67.3,121156,725,24.1,23.3,44.1,67.39999771118164,19.6,9.5,3.6,13.1,41.8,3.4,14.1,18.6
"Sullivan","Sullivan","Sullivan County","Indiana",20730,41,50245,25703,74.4,85623,667,35.7,11.3,44.2,55.500000953674316,32.4,7.9,4.2,12.1,42.7,4.9,12,9.8
"Woodward","Woodward","Woodward County","Oklahoma",20727,36.5,60147,29442,71.2,127526,805,24.3,12.3,39.9,52.20000171661377,28.4,13.1,6.3,19.4,46.5,4.8,11.5,11.8
"Gaines","Gaines","Gaines County","Texas",20706,27.8,63054,27542,77.3,139034,722,19.3,38.2,29.8,68,20.5,8.2,3.2,11.4,28.3,5.4,15.3,33.7
"Minidoka","Minidoka","Minidoka County","Idaho",20705,35.2,53370,25095,73.4,148248,701,23.3,20.8,32.1,52.89999771118164,33,9.4,4.7,14.1,36,3.7,16.7,18.2
"Dodge","Dodge","Dodge County","Minnesota",20669,38.4,74575,39182,83.9,183171,653,20,5.1,33.3,38.399999141693115,35.9,18.6,7.2,25.8,48.5,2.6,5.1,4.4
"Vernon","Vernon","Vernon County","Missouri",20595,40.8,43276,25009,71.7,96978,650,30.9,11.7,40.5,52.19999980926514,29,11.4,7.5,18.9,36.5,4.3,14.8,14.5
"Jones","Jones","Jones County","Iowa",20559,43.1,57549,31435,78.3,135944,641,23.4,7.7,39.6,47.29999828338623,33.3,14.1,5.5,19.6,42.1,3.2,9,3.1
"Polk","Polk","Polk County","North Carolina",20557,52.7,48787,26725,74,225941,851,28.7,9.2,25.1,34.30000019073486,36.6,18.6,10.5,29.1,41.6,5.1,9.8,10.1
"Wayne","Wayne","Wayne County","Kentucky",20546,42.5,34914,19356,73.5,89336,538,27.9,25.4,38.7,64.10000038146973,23.6,7.2,5.1,12.3,40.4,5.1,25.3,10.3
"Jackson","Jackson","Jackson County","Wisconsin",20522,41.7,53650,27439,73.9,135699,674,26,10.1,41.6,51.69999885559082,33.8,9.5,5.1,14.6,38.5,4.8,11.6,8.7
"Clinton","Clinton","Clinton County","Missouri",20500,41,62701,32199,76.4,159617,855,23.1,8,40,48,30.3,15.1,6.6,21.7,39.3,4.3,8.9,7.2
"Worth","Worth","Worth County","Georgia",20494,41.6,45398,25104,65.4,101554,722,29.4,17.1,42.7,59.80000114440918,29.2,7.2,3.8,11,36.3,7.1,19,18.4
"Uinta","Uinta","Uinta County","Wyoming",20479,35.8,63403,29557,77.1,175704,698,26.5,7.3,41.5,48.80000019073486,35.2,11.1,5,16.1,47.1,6.3,11.3,11.2
"Spencer","Spencer","Spencer County","Indiana",20447,44,57305,30798,81.9,126233,708,26.8,9.5,46,55.5,29.2,9.5,5.7,15.2,43.4,2.9,9.3,4.2
"Washington","Washington","Washington County","Georgia",20436,41.5,38068,22101,66.6,84729,646,31.2,18.7,44.7,63.400001525878906,24.3,7.6,4.7,12.3,34.8,6.1,22.3,11.3
"Kewaunee","Kewaunee","Kewaunee County","Wisconsin",20387,44.3,66192,33195,79.3,164526,693,22.3,6.9,39.9,46.80000162124634,33.8,14.5,4.9,19.4,39.3,2.2,7.8,3.7
"Wayne","Wayne","Wayne County","Mississippi",20373,40.2,37706,22723,83.5,85266,557,24.1,20.7,38.4,59.10000228881836,25.6,7.2,8.1,15.3,23.1,9.1,20.5,9.2
"Clay","Clay","Clay County","Kentucky",20368,39.6,26840,16369,67.9,52331,533,32.9,35.3,35.3,70.5999984741211,19.5,4.3,5.6,9.9,31.2,9.2,36.6,7.1
"Washington","Washington","Washington County","Nebraska",20361,41.2,71430,38306,78.3,196999,739,22.4,4.4,31.6,36.00000047683716,34,21.1,8.8,29.9,40.4,2.6,7.9,5.3
"Richland","Richland","Richland Parish","Louisiana",20350,38.8,34029,20158,66.7,90336,611,40.8,21.7,40.9,62.60000228881836,24.2,7.2,6,13.2,37.4,5.5,30.5,13.2
"DeWitt","DeWitt","DeWitt County","Texas",20340,41,55357,27063,72.8,123485,838,29.6,19.2,39.1,58.29999923706055,29.1,9.2,3.4,12.6,37.7,7.2,16,14.2
